date,open,high,low,close,volume
1537201264,161.9199981689453,162.05999755859375,159.77000427246094,160.6999969482422,12111431.0
1536931800,161.72000122070312,162.83999633789062,160.33999633789062,162.32000732421875,21724800.0
1536845400,162.0,163.32000732421875,160.86000061035156,161.36000061035156,25453800.0
1536759000,163.25,164.49000549316406,161.8000030517578,162.0,24078100.0
1536672600,163.94000244140625,167.19000244140625,163.72000122070312,165.94000244140625,20457100.0
1536586200,163.50999450683594,165.00999450683594,162.16000366210938,164.17999267578125,20197700.0
1536327000,160.30999755859375,164.6300048828125,160.16000366210938,163.0399932861328,24300600.0
1536240600,166.97999572753906,166.97999572753906,160.0,162.52999877929688,41514800.0
1536154200,169.49000549316406,171.1300048828125,166.6699981689453,167.17999267578125,31226700.0
1536067800,173.5,173.88999938964844,168.8000030517578,171.16000366210938,29809000.0
1535722200,177.14999389648438,177.6199951171875,174.97999572753906,175.72999572753906,18065200.0
1535635800,175.89999389648438,179.7899932861328,175.6999969482422,177.63999938964844,24216500.0
1535549400,176.3000030517578,176.7899932861328,174.75,175.89999389648438,18494100.0
1535463000,178.10000610351562,178.24000549316406,175.8300018310547,176.25999450683594,15910700.0
1535376600,175.99000549316406,178.6699981689453,175.7899932861328,177.4600067138672,17921900.0
1535117400,173.6999969482422,174.82000732421875,172.9199981689453,174.64999389648438,14631600.0
1535031000,173.08999633789062,175.5500030517578,172.8300018310547,172.89999389648438,18053600.0
1534944600,172.2100067138672,174.24000549316406,172.1300048828125,173.63999938964844,16894100.0
1534858200,172.80999755859375,174.1699981689453,171.38999938964844,172.6199951171875,19578500.0
1534771800,174.0399932861328,174.57000732421875,170.91000366210938,172.5,21518000.0
1534512600,174.5,176.22000122070312,172.0399932861328,173.8000030517578,24893200.0
1534426200,180.4199981689453,180.5,174.00999450683594,174.6999969482422,31351800.0
1534339800,179.33999633789062,180.8699951171875,174.77999877929688,179.52999877929688,33020200.0
1534253400,180.7100067138672,181.99000549316406,178.6199951171875,181.11000061035156,19102000.0
1534167000,180.10000610351562,182.61000061035156,178.89999389648438,180.0500030517578,17423300.0
1533907800,182.0399932861328,182.10000610351562,179.4199981689453,180.25999450683594,21500400.0
1533821400,185.85000610351562,186.57000732421875,182.47999572753906,183.08999633789062,19732100.0
1533735000,184.75,186.85000610351562,183.75999450683594,185.17999267578125,22205200.0
1533648600,186.5,188.3000030517578,183.72000122070312,183.80999755859375,33398600.0
1533562200,178.97000122070312,185.7899932861328,178.3800048828125,185.69000244140625,49716200.0
1533303000,177.69000244140625,178.85000610351562,176.14999389648438,177.77999877929688,24763400.0
1533216600,170.67999267578125,176.7899932861328,170.27000427246094,176.3699951171875,32400000.0
1533130200,173.92999267578125,175.0800018310547,170.89999389648438,171.64999389648438,34042100.0
1533043800,170.6699981689453,174.24000549316406,170.0,172.5800018310547,40356500.0
1532957400,175.3000030517578,175.3000030517578,166.55999755859375,171.05999755859375,65280800.0
1532698200,179.8699951171875,179.92999267578125,173.0,174.88999938964844,60073700.0
1532611800,174.88999938964844,180.1300048828125,173.75,176.25999450683594,169803700.0
1532525400,215.72000122070312,218.6199951171875,214.27000427246094,217.5,58954200.0
1532439000,215.11000061035156,216.1999969482422,212.60000610351562,214.6699981689453,28468700.0
1532352600,210.5800018310547,211.6199951171875,208.8000030517578,210.91000366210938,16732000.0
1532093400,208.85000610351562,211.5,208.5,209.94000244140625,16163900.0
1532007000,208.77000427246094,209.99000549316406,207.75999450683594,208.08999633789062,11350400.0
1531920600,209.82000732421875,210.99000549316406,208.44000244140625,209.36000061035156,15334900.0
1531834200,204.89999389648438,210.4600067138672,204.83999633789062,209.99000549316406,15349900.0
1531747800,207.5,208.72000122070312,206.83999633789062,207.22999572753906,11078200.0
1531488600,207.80999755859375,208.42999267578125,206.4499969482422,207.32000732421875,11486800.0
1531402200,203.42999267578125,207.0800018310547,203.19000244140625,206.9199981689453,15454700.0
1531315800,202.22000122070312,204.5,201.75,202.5399932861328,12927400.0
1531229400,204.5,204.91000366210938,202.25999450683594,203.5399932861328,13190100.0
1531143000,204.92999267578125,205.8000030517578,202.1199951171875,204.74000549316406,18149400.0
1530883800,198.4499969482422,203.63999938964844,197.6999969482422,203.22999572753906,19740100.0
1530797400,194.74000549316406,198.64999389648438,194.02999877929688,198.4499969482422,19684200.0
1530624600,194.5500030517578,195.39999389648438,192.52000427246094,192.72999572753906,13489500.0
1530538200,193.3699951171875,197.4499969482422,192.22000122070312,197.36000061035156,13961600.0
1530279000,197.32000732421875,197.60000610351562,193.9600067138672,194.32000732421875,15811600.0
1530192600,195.17999267578125,197.33999633789062,193.25999450683594,196.22999572753906,18172400.0
1530106200,199.17999267578125,200.75,195.8000030517578,195.83999633789062,18734400.0
1530019800,197.60000610351562,199.10000610351562,196.22999572753906,199.0,17897600.0
1529933400,200.0,200.0,193.11000061035156,196.35000610351562,25275100.0
1529674200,201.16000366210938,202.24000549316406,199.30999755859375,201.74000549316406,17420200.0
1529587800,202.75999450683594,203.38999938964844,200.08999633789062,201.5,19045700.0
1529501400,199.10000610351562,203.5500030517578,198.80999755859375,202.0,28230900.0
1529415000,196.24000549316406,197.9600067138672,193.7899932861328,197.49000549316406,19994000.0
1529328600,194.8000030517578,199.5800018310547,194.1300048828125,198.30999755859375,16826000.0
1529069400,195.7899932861328,197.07000732421875,194.63999938964844,195.85000610351562,21860900.0
1528983000,193.10000610351562,197.27999877929688,192.91000366210938,196.80999755859375,19120900.0
1528896600,192.74000549316406,194.5,191.91000366210938,192.41000366210938,15853800.0
1528810200,192.1699981689453,193.27999877929688,191.55999755859375,192.39999389648438,11562700.0
1528723800,188.80999755859375,192.60000610351562,188.8000030517578,191.5399932861328,12928900.0
1528464600,187.52999877929688,189.47999572753906,186.42999267578125,189.10000610351562,12677100.0
1528378200,190.75,190.97000122070312,186.77000427246094,188.17999267578125,21503200.0
1528291800,191.02999877929688,192.52999877929688,189.11000061035156,191.33999633789062,22558900.0
1528205400,194.3000030517578,195.0,192.6199951171875,192.94000244140625,15544300.0
1528119000,191.83999633789062,193.97999572753906,191.47000122070312,193.27999877929688,18939800.0
1527859800,193.07000732421875,194.5500030517578,192.07000732421875,193.99000549316406,17307200.0
1527773400,187.8699951171875,192.72000122070312,187.47999572753906,191.77999877929688,30782600.0
1527687000,186.5399932861328,188.0,185.25,187.6699981689453,13736900.0
1527600600,184.33999633789062,186.80999755859375,183.7100067138672,185.74000549316406,16398900.0
1527255000,186.02000427246094,186.3300018310547,184.4499969482422,184.9199981689453,10965100.0
1527168600,185.8800048828125,186.8000030517578,185.02999877929688,185.92999267578125,12354700.0
1527082200,182.5,186.91000366210938,182.17999267578125,186.89999389648438,16628100.0
1526995800,184.92999267578125,185.4199981689453,183.42999267578125,183.8000030517578,12731400.0
1526909400,183.77000427246094,185.3000030517578,183.1300048828125,184.49000549316406,13532900.0
1526650200,183.49000549316406,184.19000244140625,182.61000061035156,182.67999267578125,13130500.0
1526563800,182.67999267578125,184.05999755859375,182.22000122070312,183.75999450683594,14840700.0
1526477400,183.6999969482422,184.32000732421875,182.66000366210938,183.1999969482422,16975500.0
1526391000,184.8800048828125,185.2899932861328,183.1999969482422,184.32000732421875,15429400.0
1526304600,187.7100067138672,187.86000061035156,186.1999969482422,186.63999938964844,15646700.0
1526045400,184.85000610351562,188.32000732421875,184.17999267578125,186.99000549316406,21207800.0
1525959000,183.14999389648438,186.1300048828125,182.5,185.52999877929688,21071400.0
1525872600,179.6699981689453,183.00999450683594,178.77999877929688,182.66000366210938,23282800.0
1525786200,178.25,179.0399932861328,177.11000061035156,178.9199981689453,15577200.0
1525699800,177.35000610351562,179.5,177.1699981689453,177.97000122070312,18697200.0
1525440600,173.0800018310547,176.97999572753906,173.05999755859375,176.61000061035156,17677800.0
1525354200,175.1300048828125,176.1199951171875,172.1199951171875,174.02000427246094,24026100.0
1525267800,174.25,178.0800018310547,174.1999969482422,176.07000732421875,30424500.0
1525181400,172.0,174.02000427246094,170.22999572753906,173.86000061035156,26025900.0
1525095000,173.7899932861328,175.72000122070312,171.7100067138672,172.0,20750500.0
1524835800,176.80999755859375,177.10000610351562,172.60000610351562,173.58999633789062,29804700.0
1524749400,173.22000122070312,176.27000427246094,170.8000030517578,174.16000366210938,77556900.0
1524663000,160.13999938964844,161.05999755859375,156.19000244140625,159.69000244140625,41083600.0
1524576600,165.42999267578125,166.10000610351562,158.19000244140625,159.69000244140625,35079900.0
1524490200,167.27000427246094,168.4499969482422,165.08999633789062,165.83999633789062,23088100.0
1524231000,167.7899932861328,168.42999267578125,165.80999755859375,166.27999877929688,19119400.0
1524144600,166.1999969482422,168.3300018310547,165.1999969482422,168.10000610351562,22235000.0
1524058200,166.8800048828125,168.1199951171875,165.77000427246094,166.36000061035156,20969600.0
1523971800,165.8300018310547,169.0,165.66000366210938,168.66000366210938,21716700.0
1523885400,165.72000122070312,165.77999877929688,163.38999938964844,164.8300018310547,18119400.0
1523626200,164.5800018310547,165.6999969482422,163.77000427246094,164.52000427246094,19990600.0
1523539800,166.97999572753906,167.4499969482422,163.10000610351562,163.8699951171875,38263000.0
1523453400,165.36000061035156,168.64999389648438,163.25,166.32000732421875,56144600.0
1523367000,157.92999267578125,165.97999572753906,157.00999450683594,165.0399932861328,57889300.0
1523280600,157.82000732421875,160.52999877929688,156.0399932861328,157.92999267578125,34915200.0
1523021400,157.72999572753906,161.4199981689453,156.80999755859375,157.1999969482422,41644800.0
1522935000,161.55999755859375,161.57000732421875,156.64999389648438,159.33999633789062,41449600.0
1522848600,152.02999877929688,155.55999755859375,150.50999450683594,155.10000610351562,49885600.0
1522762200,156.5500030517578,157.38999938964844,150.80999755859375,156.11000061035156,42543900.0
1522675800,157.80999755859375,159.1999969482422,154.11000061035156,155.38999938964844,36796000.0
1522330200,155.14999389648438,161.4199981689453,154.13999938964844,159.7899932861328,59434300.0
1522243800,151.64999389648438,155.8800048828125,150.8000030517578,153.02999877929688,60029200.0
1522157400,156.30999755859375,162.85000610351562,150.75,152.22000122070312,79117000.0
1522071000,160.82000732421875,161.10000610351562,149.02000427246094,160.05999755859375,126116600.0
1521811800,165.44000244140625,166.60000610351562,159.02000427246094,159.38999938964844,53609700.0
1521725400,166.1300048828125,170.27000427246094,163.72000122070312,164.88999938964844,73743000.0
1521639000,164.8000030517578,173.39999389648438,163.3000030517578,169.38999938964844,105920200.0
1521552600,167.47000122070312,170.1999969482422,161.9499969482422,168.14999389648438,129851800.0
1521466200,177.00999450683594,177.1699981689453,170.05999755859375,172.55999755859375,88140100.0
1521207000,184.49000549316406,185.3300018310547,183.41000366210938,185.08999633789062,24403400.0
1521120600,183.24000549316406,184.0,182.19000244140625,183.86000061035156,15614300.0
1521034200,182.60000610351562,184.25,181.85000610351562,184.19000244140625,16821700.0
1520947800,185.61000061035156,185.99000549316406,181.11000061035156,181.8800048828125,18067500.0
1520861400,185.22999572753906,186.10000610351562,184.22000122070312,184.75999450683594,15301200.0
1520605800,183.91000366210938,185.50999450683594,183.2100067138672,185.22999572753906,18526300.0
1520519400,183.55999755859375,184.39999389648438,181.4499969482422,182.33999633789062,17225900.0
1520433000,178.74000549316406,183.82000732421875,178.07000732421875,183.7100067138672,19097300.0
1520346600,181.77999877929688,182.3800048828125,179.11000061035156,179.77999877929688,15086800.0
1520260200,176.1999969482422,181.14999389648438,175.88999938964844,180.39999389648438,16189300.0
1520001000,173.2899932861328,177.11000061035156,172.99000549316406,176.6199951171875,20025900.0
1519914600,179.00999450683594,180.1199951171875,174.41000366210938,175.94000244140625,23201600.0
1519828200,182.3000030517578,182.8800048828125,178.13999938964844,178.32000732421875,18783000.0
